N,Y
844.0,19.65418078139515
845.0,19.105745340642304
846.0,17.88299384202236
847.0,18.51906590967687
848.0,23.989696657836777
849.0,18.436786522194467
850.0,21.062884415226407
851.0,23.51272945293326
852.0,22.40514451700156
853.0,21.75529020780969
854.0,24.02703214186043
855.0,20.702488992981564
856.0,19.368466343415204
857.0,17.943026268897363
858.0,20.580794869194747
859.0,20.10414321723601
860.0,18.56371376054579
861.0,18.895316945380742
862.0,23.103825434128268
863.0,21.10600741845836
864.0,21.64323499045925
865.0,24.493930902810064
866.0,16.717684885140486
867.0,20.959001546210683
868.0,21.92238309696618
869.0,22.722468406287877
870.0,22.468538424664718
871.0,17.843959182262733
872.0,18.596988897780964
873.0,22.868687191910254
874.0,20.439751013863138
875.0,20.706801979693118
876.0,23.063650824623696
877.0,20.399253175819215
878.0,18.63368846942908
879.0,18.79560975986807
880.0,20.118885588581534
881.0,21.08312381481633
882.0,19.207117648460937
883.0,17.247669740204337
884.0,21.632282162207243
885.0,21.678342733827154
886.0,19.097160901282393
887.0,23.7696087289469
888.0,21.011900496659997
889.0,17.8589688812869
890.0,19.6862480523147
891.0,20.7331211453258
892.0,21.04260577293157
893.0,20.01716616600002
894.0,21.757983535603177
895.0,21.031276951025372
896.0,20.012559377665102
897.0,19.173518611108996
898.0,20.50591941551396
899.0,20.276045863100848
900.0,20.174435466979094
901.0,19.84988012136249
902.0,20.609716328712132
903.0,21.840551838263934
904.0,21.67989424494482
905.0,20.362301746659252
906.0,18.30317317047981
907.0,18.071145671613788
908.0,18.31570480879982
909.0,21.80653215517172
910.0,19.06740976454931
911.0,20.235709093219498
912.0,17.780191504614976
913.0,22.43034481230001
914.0,18.70528863528662
915.0,21.26462080704815
916.0,20.71233593747118
917.0,18.197268548969518
918.0,21.89914228038605
919.0,20.656961631816806
920.0,19.094981230160204
921.0,21.319985234619008
922.0,20.712056737875873
923.0,22.737147179723586
924.0,20.616695528521745
925.0,18.60696446532452
926.0,19.34747362452437
927.0,17.53704880651461
928.0,19.231713261881467
929.0,18.70761440815708
930.0,16.952265264980067
931.0,17.713171690636027
932.0,22.4248635467862
933.0,21.636722970840644
934.0,18.526777487257576
935.0,18.520135157427084
936.0,21.59960539549818
937.0,17.826879129432083
938.0,21.867268174346336
939.0,19.025366000034353
940.0,20.850545294248402
941.0,20.59026220558224
942.0,20.56203299091625
943.0,20.73510830033892
944.0,22.685651144715486
945.0,16.120449968170455
946.0,19.251717844249193
947.0,21.53081789079918
948.0,18.212327191341394
949.0,21.612878172594794
950.0,18.879892936620884
951.0,18.896257357468688
952.0,21.23314661379006
953.0,21.325651967777024
954.0,17.769025502571772
955.0,18.882956968541524
956.0,21.474304500861873
957.0,22.520620460467335
958.0,19.99831227341554
959.0,22.095845205188045
960.0,19.99886428023134
961.0,18.070856013968864
962.0,20.929282036463253
963.0,20.85225588627545
964.0,20.66805130059543
965.0,18.248220333442358
966.0,19.987601398683342
967.0,16.158230949165514
968.0,21.53238371139207
969.0,20.807301096774765
970.0,22.631401059924453
971.0,17.49195517454981
972.0,20.547187671017703
973.0,20.363692957935374
974.0,17.240153658773153
975.0,16.82614348310483
976.0,22.248864516278342
977.0,15.26991906765139
978.0,18.516095075502463
979.0,20.015398346049555
980.0,24.5366636491392
981.0,21.35417669937906
982.0,24.110508245484496
983.0,22.023163766236312
984.0,17.993749237579717
985.0,19.778880815664497
986.0,18.66383761827771
987.0,23.10664837510061
988.0,15.672051105121454
989.0,19.92905847755745
990.0,20.40438814568756
991.0,16.22462153082031
992.0,23.09453415464704
993.0,20.87055166911761
994.0,18.184123421599182
995.0,19.63641651417293
996.0,20.924600672405706
997.0,22.131449601754557
998.0,17.84056229219074
999.0,20.69955674163635
